Gene,logFC,p_value,adj_p
212705_x_at,-2.0088121882539536,6.65118716961075e-06,6.455897999825452e-05
207761_s_at,-2.3734364524864198,6.653058362729768e-06,6.456566009591536e-05
202175_at,0.7540485919468329,6.6709379488983496e-06,6.472766618896409e-05
209318_x_at,-2.126553741571265,6.676499458884705e-06,6.476183115876962e-05
215846_at,0.17777044449094692,6.677550757258023e-06,6.476183115876962e-05
228548_at,-0.9615166827307684,6.678018757426032e-06,6.476183115876962e-05
214843_s_at,-0.7960450639541925,6.6858987216669365e-06,6.481712410813628e-05
223991_s_at,0.5823047956385761,6.686095544601537e-06,6.481712410813628e-05
219616_at,-3.078620701765269,6.6919704427952206e-06,6.486255634830764e-05
1557987_at,1.5485725583846115,6.70170940874293e-06,6.494541864697804e-05
221545_x_at,0.8716723266357471,6.716324202291154e-06,6.507549416595933e-05
201177_s_at,-1.5890576258800841,6.722921863153038e-06,6.512785807047031e-05
210846_x_at,0.3795686448127782,6.725426816178699e-06,6.514056259098797e-05
216080_s_at,-2.9125018748257894,6.750854989328389e-06,6.537525096922536e-05
209086_x_at,-3.691843490059952,6.76370269186834e-06,6.548804846895195e-05
229596_at,0.4743700113438911,6.785394710004517e-06,6.568642388743109e-05
208549_x_at,0.8858491026267021,6.7943953698451535e-06,6.576127357135036e-05
244395_at,0.43590527505655974,6.795536432371718e-06,6.576127357135036e-05
242313_at,-2.00094448418439,6.807011427683304e-06,6.586064114723046e-05
237745_at,0.2769049050526018,6.822958959004394e-06,6.598601347303656e-05
209530_at,0.9789957197160639,6.822655829767609e-06,6.598601347303656e-05
204769_s_at,0.5382078864813362,6.823596255736059e-06,6.598601347303656e-05
1567219_at,-1.0323255666736415,6.8300859026249705e-06,6.603706970405108e-05
218640_s_at,1.527842084077487,6.836560833212699e-06,6.608796558907473e-05
214733_s_at,0.5428552161538462,6.843118589276385e-06,6.613964396743684e-05
215667_x_at,0.6607024650921982,6.853983495127696e-06,6.6232925846419e-05
243696_at,0.4622540159756805,6.856351281015582e-06,6.6244077990184e-05
224879_at,-0.6841105915412893,6.859271422917068e-06,6.624883648759346e-05
210751_s_at,-2.162506979179298,6.85841986198413e-06,6.624883648759346e-05
202325_s_at,-0.8308129245226219,6.881853548271655e-06,6.645518131831541e-05
204796_at,-2.0063027633653863,6.883802272279403e-06,6.646224026512251e-05
236106_at,0.5510694367041857,6.885110853836426e-06,6.646311731367851e-05
209806_at,1.6497669500316734,6.898782173810981e-06,6.65833125136038e-05
209240_at,0.7843622365345002,6.902880536912298e-06,6.66110885474074e-05
236671_at,0.9186512925305426,6.9175613672620345e-06,6.67409548990268e-05
234006_s_at,0.2155448265356319,6.92609348183317e-06,6.681146273329314e-05
1558050_at,0.10501444668268967,6.948568138433368e-06,6.701026701281439e-05
205498_at,-4.815131078333709,6.949158308003617e-06,6.701026701281439e-05
239347_at,0.16325202915215087,6.953264853495538e-06,6.703802198179349e-05
225124_at,0.29050753563348763,6.963251689226052e-06,6.712245036140386e-05
242143_at,2.1343750178851817,6.990336204977895e-06,6.737163336243837e-05
240214_at,-1.8334155551006774,6.992504468391604e-06,6.73791480775453e-05
217910_x_at,-0.9053968039881211,6.993584965999635e-06,6.73791480775453e-05
244454_at,0.14748092739988872,7.001072602455559e-06,6.743938255725767e-05
210589_s_at,1.1044972788755745,7.003119026308026e-06,6.744719134230911e-05
238693_at,0.5419834691996579,7.009705792872404e-06,6.749871779625669e-05
227762_at,-3.1364918466849536,7.01281683018268e-06,6.750485533942514e-05
202069_s_at,-1.6926384932030558,7.011800436092992e-06,6.750485533942514e-05
233346_at,-2.4728735249044145,7.02051305651652e-06,6.756702206164964e-05
243414_at,1.0563266534587097,7.023887553568431e-06,6.758758088614446e-05
209663_s_at,-2.893848081753956,7.026082043117885e-06,6.759677980457095e-05
228286_at,1.236480469808824,7.029516576850973e-06,6.761790363904639e-05
209196_at,1.1141516127658386,7.030756872035867e-06,6.761791706058954e-05
219313_at,1.3477079902262439,7.0339143673417674e-06,6.763636579548033e-05
237626_at,1.508835032969456,7.036582689571754e-06,6.76501050932071e-05
201134_x_at,-0.5620387020950197,7.047000189485886e-06,6.77383274642392e-05
243772_at,0.24131661198246723,7.072799073496358e-06,6.797434418601122e-05
206636_at,0.26902200278676647,7.083091822520227e-06,6.806127967981187e-05
235959_at,1.2725305334943409,7.08974592235216e-06,6.810612153126408e-05
229819_at,0.43798435169570293,7.090254173595019e-06,6.810612153126408e-05
210783_x_at,0.5450407173874439,7.095796421862152e-06,6.814736458011867e-05
243316_x_at,0.22784011681334837,7.0976143852046665e-06,6.81528317259123e-05
212942_s_at,0.6842896753393681,7.108410805303479e-06,6.824449487118005e-05
223084_s_at,-1.7655455045305448,7.120124848416078e-06,6.834493389055595e-05
230479_at,-0.9937018414700214,7.166769234451937e-06,6.878056937702695e-05
1568916_at,0.2573096177958125,7.177256689906191e-06,6.88691091558351e-05
207585_s_at,-0.6735049591973947,7.1786165570626195e-06,6.887004975706112e-05
229876_at,0.9862256290701374,7.187479537703411e-06,6.894296057791115e-05
218031_s_at,-2.560226596441175,7.194490011806078e-06,6.89980794859188e-05
1558816_at,0.4397333689270386,7.197157988294787e-06,6.901154002866149e-05
229274_at,0.6942957985361957,7.199166221023925e-06,6.901867085495605e-05
218744_s_at,0.5695676211397078,7.202130388182272e-06,6.902301015443416e-05
217791_s_at,0.7943246612890267,7.202148130773787e-06,6.902301015443416e-05
1555833_a_at,0.9782655126272628,7.209165254849548e-06,6.907813034487947e-05
206659_at,1.0583261433755666,7.213055436163478e-06,6.910327411802115e-05
233929_x_at,0.9823139878880074,7.219704613606324e-06,6.915483645244288e-05
239091_at,2.1317477601272596,7.228152189153595e-06,6.922360384836183e-05
218865_at,-3.8960211016781665,7.231175620092625e-06,6.924040950333954e-05
227500_at,0.4769661289185523,7.235280006445129e-06,6.926755787962966e-05
227015_at,0.2937952778880075,7.237437957875693e-06,6.927606564414196e-05
232567_at,0.8047242144558804,7.240215424645011e-06,6.929049932696826e-05
238885_at,0.179200314662332,7.243309764034297e-06,6.930795995989268e-05
239504_at,0.5133467864813386,7.248296975083359e-06,6.934352333095087e-05
238722_x_at,1.1910919203223953,7.252875076533031e-06,6.937516102385144e-05
202083_s_at,-0.8787742027845038,7.267054662986765e-06,6.949861160875322e-05
225442_at,-4.310481103975113,7.2699382008506076e-06,6.951400789492385e-05
213846_at,-1.0329422008450253,7.2771397903379965e-06,6.957068008703057e-05
205260_s_at,0.766709366911198,7.2820344333000815e-06,6.960528149476097e-05
221803_s_at,-1.165049467522623,7.294250428167981e-06,6.9709839628608e-05
219125_s_at,0.8477153619954771,7.316896939742193e-06,6.99140262734925e-05
214352_s_at,1.1837554402811081,7.328414328448086e-06,7.001181964508456e-05
242835_s_at,-1.4392646879157245,7.330990835496472e-06,7.002417725071087e-05
214584_x_at,-2.3117503003806585,7.334118706851059e-06,7.004179613319754e-05
202759_s_at,-2.9754377318308842,7.387473758332487e-06,7.053900109447669e-05
239757_at,1.4734575118212678,7.396769683239832e-06,7.06154088755548e-05
228573_at,-2.486628326957578,7.411940739777884e-06,7.074786877165743e-05
226679_at,1.347406388180997,7.413484511307177e-06,7.075023100937829e-05
206364_at,0.7386610964892539,7.415940099511124e-06,7.07612927781849e-05
203737_s_at,0.9559970108540732,7.421710674648123e-06,7.08039760376892e-05
211719_x_at,2.318064480320139,7.42303022605395e-06,7.08041885193636e-05
221780_s_at,0.9057780362878978,7.42937489037346e-06,7.085232433019274e-05
235391_at,-2.090355754902716,7.436387923200534e-06,7.089443082277065e-05
209687_at,-3.3324794797935535,7.435749537165833e-06,7.089443082277065e-05
213599_at,0.6494112862771493,7.443134030734811e-06,7.094635212425344e-05
207056_s_at,1.2590542529423079,7.444929685331746e-06,7.095107688069169e-05
210859_x_at,0.8700981682686635,7.451674734693163e-06,7.100296008114841e-05
1569142_at,0.4893511470808827,7.4584547359139e-06,7.105515814827104e-05
217986_s_at,0.8126883142019228,7.473967269363053e-06,7.119051650865028e-05
219777_at,-1.3679264593693423,7.47708665361581e-06,7.120780186140242e-05
227059_at,-2.7366962796747734,7.482241201227275e-06,7.124445961650094e-05
225195_at,-0.9734194676193448,7.483628596126211e-06,7.124524073747993e-05
233405_at,1.0962974464434398,7.505403318637624e-06,7.144007808300016e-05
213071_at,-4.250214094661764,7.510726393649729e-06,7.147828000680184e-05
202486_at,0.5952736780441175,7.528425176187936e-06,7.16342255389054e-05
220016_at,-2.142106457477939,7.534209064605915e-06,7.167676425607918e-05
206599_at,0.20907526308144808,7.557643282678242e-06,7.188717544881418e-05
200990_at,1.3847456486860867,7.563066668777809e-06,7.192622681917129e-05
205831_at,1.2977071636046391,7.566707980934936e-06,7.194831966749963e-05
201417_at,2.1408302543970583,7.5717750689200335e-06,7.198395949949252e-05
1556568_a_at,1.4878056256809984,7.57795256103599e-06,7.203014155847845e-05
203076_s_at,-1.160112289144796,7.5845759967382484e-06,7.208054559045392e-05
232532_at,0.36982700892760123,7.599798602308045e-06,7.221264065379018e-05
204753_s_at,-2.732376176432692,7.603587979193642e-06,7.223607107335244e-05
218561_s_at,-0.7937200455345019,7.610079469832286e-06,7.228515965610449e-05
223274_at,0.9251299346131185,7.618619976534528e-06,7.235369056886689e-05
235737_at,-2.5271010406674237,7.622498133114567e-06,7.237792721072721e-05
219576_at,-2.035589535967197,7.630139425530308e-06,7.243788131953708e-05
244637_at,0.13582179462556887,7.641003311404992e-06,7.252840343185618e-05
234989_at,1.9712262172697983,7.64948116356491e-06,7.259624976981554e-05
200921_s_at,-0.781076389644225,7.654043138497518e-06,7.262691593464118e-05
1557938_s_at,-1.9877881659428756,7.662395096160905e-06,7.269352719509231e-05
243051_at,0.14286748044230757,7.671092674667013e-06,7.276339365496192e-05
229789_at,0.1713714527302077,7.679236650042485e-06,7.281533306509186e-05
211421_s_at,1.6249894947437782,7.678772294385813e-06,7.281533306509186e-05
221774_x_at,0.4552728258320151,7.683841621160387e-06,7.284634216454972e-05
1556416_s_at,1.8966401079496622,7.691068872291198e-06,7.290219659270255e-05
1553672_at,0.9198098419886893,7.698945289034503e-06,7.296418387397362e-05
208870_x_at,-0.6971988962488762,7.71284428062269e-06,7.308321666529614e-05
241226_at,0.22106366576018255,7.720129050225847e-06,7.313954581362203e-05
240789_at,0.6976943942262444,7.725726108926003e-06,7.31798690210122e-05
203574_at,-2.2977962034456993,7.732765905819923e-06,7.322113642847772e-05
227528_s_at,0.7213590423925309,7.732309454486162e-06,7.322113642847772e-05
225853_at,0.9817195944926462,7.737747133892852e-06,7.325559424470737e-05
238146_at,0.9714482665791841,7.74916064986596e-06,7.333820688556168e-05
229493_at,-2.2546377945497773,7.748322752815104e-06,7.333820688556168e-05
203495_at,0.7953195839281682,7.754390675478823e-06,7.337498069988882e-05
222371_at,1.5088031109858573,7.761445071584186e-06,7.342900165747847e-05
211063_s_at,-0.6693647096572395,7.772563738428439e-06,7.352144822871504e-05
227484_at,1.0831564375322396,7.777769306057189e-06,7.355793986402622e-05
1555862_s_at,0.43671077316289386,7.786849178244686e-06,7.363105358617753e-05
209434_s_at,1.0362831524581484,7.804327419512035e-06,7.378354169921139e-05
226661_at,0.9686380918354067,7.84381037368896e-06,7.414397755205571e-05
219105_x_at,2.2322779716148204,7.857773225493751e-06,7.426310041112094e-05
240572_s_at,0.4741004162324667,7.865711119920848e-06,7.432525055646814e-05
229461_x_at,-3.1070910685859707,7.868387768172347e-06,7.43376728404152e-05
223704_s_at,-2.0992845696199143,7.874923000787555e-06,7.438653902041951e-05
228770_at,-3.719580237289593,7.902180550982847e-06,7.46310974722431e-05
200668_s_at,-0.6300629221187766,7.913347051454568e-06,7.469876088332918e-05
239815_at,1.1901444866985278,7.912873043618219e-06,7.469876088332918e-05
204813_at,-2.5170645602799757,7.913450877213019e-06,7.469876088332918e-05
220002_at,0.18870639880203477,7.917731840673409e-06,7.472624695350406e-05
1557538_at,1.3073133420904997,7.933507218056557e-06,7.486218714631895e-05
219259_at,0.4738726761498864,7.938475536730167e-06,7.489612036632598e-05
204441_s_at,0.6129504479819001,7.940228195467044e-06,7.489970872457584e-05
235847_at,1.8588233651668595,7.945009503144985e-06,7.493185997445137e-05
235282_at,-1.5816947990531656,7.948191730893292e-06,7.494892129931323e-05
202188_at,0.8029560070667454,7.95890726466413e-06,7.500653804655842e-05
216384_x_at,0.8917899098054267,7.95810087946717e-06,7.500653804655842e-05
227623_at,-3.4065691870113124,7.958763575213467e-06,7.500653804655842e-05
208425_s_at,0.45852125996719506,7.959798976999695e-06,7.500653804655842e-05
226286_at,-2.501595207892534,7.968792848124832e-06,7.507832640390216e-05
223253_at,-3.1442603529807647,7.984523982467111e-06,7.520615475488122e-05
224357_s_at,-1.957598454117079,7.98511637817726e-06,7.520615475488122e-05
239292_at,0.7764871805537323,7.988128840455439e-06,7.522154658095539e-05
236094_at,0.2601312649790737,7.995568212722354e-06,7.527861264139613e-05
222061_at,0.1805553139128957,8.003492152093186e-06,7.534022044999896e-05
229743_at,-1.4033711745503403,8.00909398741443e-06,7.537995184326473e-05
244224_x_at,0.42044381655825624,8.01252422387159e-06,7.539923441632544e-05
212247_at,0.9138273890175341,8.021869487362958e-06,7.547416217045042e-05
208682_s_at,2.0925011748257862,8.024136447269609e-06,7.548247899957394e-05
242477_at,0.7166310532918541,8.029738198058435e-06,7.552215769633489e-05
208667_s_at,-1.3172142636182134,8.044970956984625e-06,7.56523897073163e-05
226152_at,-2.1520889919813344,8.050563486714534e-06,7.569193876682043e-05
228584_at,-1.9673615037409493,8.058377251458797e-06,7.575235480664308e-05
238004_at,0.6561712216645921,8.061084844380654e-06,7.576475800266088e-05
238096_at,0.6604696678359705,8.06663427066639e-06,7.580386223462481e-05
200944_s_at,1.4824591493693404,8.078879944660739e-06,7.590586822166267e-05
201136_at,1.258235802762444,8.08692555726456e-06,7.59683838192672e-05
224739_at,0.6740377376374465,8.089869239899902e-06,7.598295874109391e-05
232235_at,-2.7984074141860855,8.093585660075199e-06,7.60047852273304e-05
209956_s_at,0.5530495737098429,8.094979608551674e-06,7.600479822039253e-05
201499_s_at,0.6335534337680953,8.098402735182195e-06,7.602386014508238e-05
222013_x_at,0.5527983127788447,8.120271375383069e-06,7.621604323250775e-05
213166_x_at,0.8628073174835915,8.146965606869292e-06,7.644030184928985e-05
203938_s_at,1.0587148995509006,8.145816303160037e-06,7.644030184928985e-05
242558_at,1.1461250291572362,8.15983198734201e-06,7.654786353336878e-05
203490_at,0.5219680692262432,8.16130805069519e-06,7.654855337667861e-05
228257_at,0.6660528289536192,8.176914206626999e-06,7.668175266039433e-05
242787_at,0.43566368820305446,8.179926998020064e-06,7.669682797198713e-05
1569111_at,0.2543205564055433,8.181574426094839e-06,7.669909835139646e-05
232017_at,0.7658520699638016,8.20582525235858e-06,7.690017085645516e-05
202110_at,-0.7107411303195725,8.205840984041387e-06,7.690017085645516e-05
238040_at,0.965727857608595,8.220159486229405e-06,7.702113040324715e-05
1565881_at,0.21994015480938867,8.222319206541359e-06,7.70281428036081e-05
231383_at,0.20348776162500082,8.25998943582182e-06,7.73544892617912e-05
222231_s_at,1.0740038218829175,8.258614820050014e-06,7.73544892617912e-05
210664_s_at,-1.923314673723981,8.265318813434497e-06,7.739111949192682e-05
204647_at,1.0883688130921918,8.268661464241314e-06,7.740913791712293e-05
217841_s_at,0.6592310817873308,8.286634962138063e-06,7.756064448244252e-05
201310_s_at,1.3272376717087075,8.28768718044678e-06,7.756064448244252e-05
225817_at,1.5711238290571257,8.296661385015771e-06,7.76180119528241e-05
226248_s_at,3.995206343856335,8.295448692606535e-06,7.76180119528241e-05
202078_at,-0.7730355725978528,8.324723711253562e-06,7.78671971613553e-05
242207_at,0.17999070105203607,8.332240435791623e-06,7.792415194398064e-05
209058_at,0.37763461434389,8.337887856495498e-06,7.796360824390403e-05
91703_at,0.5762222161063355,8.349648084900698e-06,7.806019918221911e-05
201325_s_at,-3.0652306133190024,8.354672762721798e-06,7.8093345400582e-05
217943_s_at,-1.5493270430282777,8.356055206936713e-06,7.8093345400582e-05
219372_at,0.7157991596300946,8.365410462181351e-06,7.816739216151275e-05
216442_x_at,2.283973709236996,8.368902851179347e-06,7.81732583800304e-05
204181_s_at,0.6486441778173075,8.368182774841559e-06,7.81732583800304e-05
204424_s_at,-3.4135726338614276,8.377961227049662e-06,7.824448080272818e-05
216675_at,0.2727483722726247,8.379902937353793e-06,7.824922539227248e-05
225571_at,-2.0021941615808814,8.38658890230155e-06,7.828487013831303e-05
231899_at,-1.9779715267533922,8.385843043771784e-06,7.828487013831303e-05
222075_s_at,0.8132919861849581,8.389712570910662e-06,7.828724951405933e-05
1554240_a_at,0.6298919618840491,8.388698343575279e-06,7.828724951405933e-05
230148_at,0.5576813991074685,8.391490008344054e-06,7.829045011374532e-05
238176_at,0.4005905229604072,8.394824506749294e-06,7.830817411619718e-05
225568_at,1.1660655824417416,8.421709451828822e-06,7.854553659797765e-05
223461_at,0.7290141726832573,8.433574610642386e-06,7.864275904224343e-05
244699_at,0.8261942834196825,8.450739049550125e-06,7.878935541260613e-05
219280_at,1.1403187918297508,8.453125481738154e-06,7.879814443514718e-05
225536_at,0.9536925183970584,8.459217726745187e-06,7.884146931489508e-05
